Category,Age,Gender,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue,Ecommerce Conversion Rate
Autos & Vehicles/Vehicle Parts & Services/Vehicle Repair & Maintenance/Transmission Repair & Maintenance,25-34,Male,35,32,63,0.46,4.37,00:02:13,0,0,0
Business & Industrial/Business Services/Office Services,25-34,Male,35,26,62,0.323,7.89,00:04:50,5,446.03,0.0806
Autos & Vehicles/Vehicle Shopping,25-34,Male,34,31,58,0.397,6.71,00:03:39,0,0,0
Business & Industrial/Business Operations/Flexible Work Arrangements,25-34,Male,34,28,52,0.308,4.94,00:02:27,1,39.95,0.0192
Jobs & Education/Education/Teaching & Classroom Resources/Lesson Plans,25-34,Male,34,27,58,0.293,6.66,00:04:44,3,424.97,0.0517
Beauty & Fitness/Cosmetology & Beauty Professionals,25-34,Male,33,27,58,0.379,4.05,00:02:27,3,209.95,0.0517
Computers & Electronics/Consumer Electronics/Camera & Photo Equipment/Cameras & Camcorders,25-34,Male,33,26,55,0.455,4.67,00:02:52,1,96.53,0.0182
Computers & Electronics/Consumer Electronics/TV & Video Equipment/Video Players & Recorders/DVD Players & Recorders,25-34,Male,33,24,64,0.219,7.77,00:07:26,3,264.76,0.0469
Jobs & Education/Education/Open Online Courses,25-34,Male,33,21,96,0.354,6.51,00:04:07,0,0,0
Computers & Electronics/Software/Operating Systems/Mobile OS/Windows Mobile OS,25-34,Male,32,30,56,0.232,6.05,00:04:57,2,138.92,0.0357
Games/Family-Oriented Games & Activities/Dress-Up & Fashion Games,25-34,Male,32,25,58,0.535,4.5,00:01:45,1,174,0.0172
Sports/Winter Sports,25-34,Male,32,30,48,0.25,6.19,00:03:23,0,0,0
Business & Industrial,25-34,Male,31,27,46,0.239,10.78,00:09:44,3,576,0.0652
Online Communities/Dating & Personals/Photo Rating Sites,25-34,Male,31,28,49,0.429,2.73,00:02:42,1,60,0.0204
Reference/General Reference,25-34,Male,31,24,77,0.468,10.99,00:06:01,2,205.6,0.026
Sports/Sporting Goods/Bowling Equipment,25-34,Male,31,29,72,0.486,2.19,00:00:24,0,0,0
Sports/Sporting Goods/Ice Skating Equipment,25-34,Male,31,29,44,0.273,3.64,00:02:52,0,0,0
Arts & Entertainment/Events & Listings/Food & Beverage Events,25-34,Male,30,22,50,0.36,3.92,00:02:15,2,76.11,0.04
Arts & Entertainment/Music & Audio/Urban & Hip-Hop,25-34,Male,30,25,54,0.296,6.67,00:06:48,6,384.95,0.111
Games/Table Games,25-34,Male,30,23,63,0.381,5.78,00:04:01,1,238.57,0.0159
Science/Scientific Institutions,25-34,Male,30,23,68,0.397,2.93,00:03:16,0,0,0
Autos & Vehicles/Motor Vehicles (By Brand)/Mercury,25-34,Male,29,26,46,0.239,6.17,00:04:39,0,0,0
Computers & Electronics/Consumer Electronics/TV & Video Equipment/Video Players & Recorders,25-34,Male,28,22,59,0.322,4.76,00:02:07,3,407.5,0.0508
Food & Drink/Food & Grocery Retailers/Farmers' Markets,25-34,Male,28,26,63,0.603,3.46,00:01:33,0,0,0
Sports/Combat Sports,25-34,Male,28,25,50,0.22,9.16,00:05:32,4,268,0.08
Autos & Vehicles/Motor Vehicles (By Brand)/Daewoo Motors,25-34,Male,27,24,56,0.339,11.09,00:10:49,1,846.24,0.0179
Autos & Vehicles/Motor Vehicles (By Type),25-34,Male,27,21,56,0.286,6.04,00:04:16,2,241,0.0357
People & Society/Social Sciences/Anthropology,25-34,Male,27,24,54,0.259,7.07,00:05:57,2,271,0.037
Sports/Combat Sports/Martial Arts/Japanese Martial Arts,25-34,Male,27,23,41,0.268,5.85,00:04:12,2,636.6,0.0488
Shopping/Green & Eco-Friendly Shopping,25-34,Male,26,22,53,0.472,3.94,00:02:06,1,60,0.0189
Business & Industrial/Advertising & Marketing/Marketing/Direct Mail Marketing,25-34,Male,24,18,62,0.484,4.85,00:03:16,4,369.95,0.0645
Food & Drink/Food/Meat & Seafood Substitutes,25-34,Male,24,19,41,0.415,6.46,00:03:25,1,146,0.0244
Law & Government/Government/Public Policy,25-34,Male,24,19,44,0.318,6.89,00:04:56,1,50,0.0227
People & Society/Social Sciences/Communications & Media Studies,25-34,Male,24,18,55,0.255,9.16,00:06:21,2,54.85,0.0364
Real Estate/Real Estate Listings/Residential Rentals/Furnished Rentals,25-34,Male,24,20,40,0.375,5.78,00:05:01,2,161.84,0.05
Real Estate/Real Estate Listings/Residential Sales/Mobile & Manufactured Homes,25-34,Male,24,23,39,0.718,4.26,00:01:21,1,40,0.0256
"Finance/Grants, Scholarships & Financial Aid",25-34,Male,23,19,29,0.379,5.72,00:03:39,1,72.4,0.0345
Sports/Combat Sports/Martial Arts/Chinese Martial Arts/Tai Chi & Internal Martial Arts,25-34,Male,23,20,59,0.475,6.05,00:06:27,1,169.57,0.0169
Autos & Vehicles/Motor Vehicles (By Type)/Coupes,25-34,Male,22,22,48,0.292,8.62,00:06:39,0,0,0
Shopping/Consumer Resources,25-34,Male,22,20,54,0.482,5.26,00:03:14,1,285,0.0185
Business & Industrial/Advertising & Marketing/Marketing/Social Media Marketing,25-34,Male,21,20,36,0.361,4.39,00:01:46,1,43.2,0.0278
Computers & Electronics,25-34,Male,21,14,35,0.4,8.31,00:04:20,2,194,0.0571
Finance/Insurance/Vehicle Insurance,25-34,Male,20,14,25,0.24,7.52,00:07:15,4,607.17,0.16
Hobbies & Leisure/Clubs & Organizations,25-34,Male,20,16,39,0.359,5.97,00:03:19,0,0,0
Shopping/Gifts & Special Event Items/Gifts/Gift Baskets,25-34,Male,20,16,53,0.377,4.75,00:01:57,1,107.5,0.0189
Sports/Sporting Goods/American Football Equipment,25-34,Male,20,18,31,0.452,7.42,00:05:42,4,219.8,0.129
Autos & Vehicles/Motor Vehicles (By Type)/Autonomous Vehicles,25-34,Male,19,17,23,0.435,3.96,00:01:00,0,0,0
Computers & Electronics/Software/Internet Software,25-34,Male,19,17,38,0.447,2.92,00:01:42,0,0,0
Online Communities/Online Goodies,25-34,Male,19,17,33,0.182,5.91,00:04:44,1,50,0.0303
Autos & Vehicles/Vehicle Parts & Services/Vehicle Parts & Accessories/Automotive Electronic Components,25-34,Male,18,17,28,0.536,3.71,00:03:07,0,0,0
Games/Educational Games,25-34,Male,18,14,23,0.522,3.91,00:02:28,0,0,0
People & Society/Social Sciences/Political Science,25-34,Male,18,13,33,0.303,6.73,00:04:15,0,0,0
Sports/Sporting Goods/Winter Sports Equipment,25-34,Male,18,16,28,0.286,5.79,00:02:02,2,111,0.0714
Arts & Entertainment/Music & Audio/World Music/Southeast Asian Music,25-34,Male,17,17,26,0.346,4.77,00:04:31,3,252.97,0.115
Autos & Vehicles/Motor Vehicles (By Type)/Diesel Vehicles,25-34,Male,17,16,23,0.348,6.3,00:03:25,2,174.13,0.087
Food & Drink/Beverages/Nutrition Drinks & Shakes,25-34,Male,17,15,40,0.5,3.52,00:01:57,1,40,0.025
Home & Garden/Kitchen & Dining/Major Kitchen Appliances,25-34,Male,17,15,37,0.27,3.7,00:02:46,0,0,0
Internet & Telecom/Web Services,25-34,Male,17,15,46,0.391,4.13,00:02:58,0,0,0
Sports/Sporting Goods/Volleyball Equipment,25-34,Male,17,15,28,0.214,6.93,00:02:21,0,0,0
Travel & Transportation/Tourist Destinations/Vineyards & Wine Tourism,25-34,Male,17,14,33,0.273,6.7,00:06:17,1,106.43,0.0303
Travel & Transportation/Transportation/Scooter & Bike Rentals,25-34,Male,17,15,36,0.472,4.75,00:01:13,1,85,0.0278
Arts & Entertainment/Fun & Trivia/Flash-Based Entertainment,25-34,Male,16,14,25,0.2,3.48,00:03:04,0,0,0
Beauty & Fitness/Beauty Services & Spas/Manicures & Pedicures,25-34,Male,16,14,26,0.154,3.92,00:02:24,0,0,0
Computers & Electronics/Software/Operating Systems/Mobile OS,25-34,Male,16,12,30,0.433,5.43,00:04:23,1,162.32,0.0333
Reference/Libraries & Museums,25-34,Male,16,12,22,0.227,8.45,00:07:04,1,247.12,0.0455
Finance/Crowdfunding,25-34,Male,15,13,28,0.25,5.07,00:01:38,0,0,0
Sports,25-34,Male,15,12,18,0.333,3.94,00:02:27,0,0,0
Travel & Transportation/Specialty Travel/Ecotourism,25-34,Male,15,13,23,0.13,5.74,00:04:25,0,0,0
Arts & Entertainment/Music & Audio/World Music/East Asian Music/Korean Pop,25-34,Male,14,12,17,0.353,4.71,00:00:48,0,0,0
Autos & Vehicles/Motor Vehicles (By Brand)/Saturn,25-34,Male,14,12,16,0.375,6.06,00:02:39,0,0,0
Food & Drink,25-34,Male,14,11,32,0.25,4.34,00:02:30,0,0,0
Pets & Animals/Pets,25-34,Male,14,13,23,0.304,3.39,00:01:55,0,0,0
Food & Drink/Cooking & Recipes/Cuisines/Latin American Cuisine,25-34,Male,13,10,24,0.208,3.75,00:01:14,0,0,0
Internet & Telecom/Service Providers/Internet Cafes,25-34,Male,13,12,20,0.35,3.9,00:02:57,0,0,0
Jobs & Education/Education/Special Education,25-34,Male,13,10,44,0.386,12.89,00:09:13,3,692.4,0.0682
Law & Government/Public Safety/Emergency Services/Emergency & Disaster Preparedness,25-34,Male,13,12,21,0.238,9.71,00:02:52,1,70,0.0476
Arts & Entertainment/Comics & Animation,25-34,Male,12,9,16,0.625,2.12,00:01:27,0,0,0
Arts & Entertainment/TV & Video,25-34,Male,12,11,16,0.25,2.5,00:01:26,0,0,0
Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/PDAs & Handhelds,25-34,Male,12,9,16,0.5,6.06,00:06:29,1,99.59,0.0625
Computers & Electronics/Software/Operating Systems/Mobile OS/Symbian OS,25-34,Male,12,10,27,0.185,7.44,00:05:32,0,0,0
News/Health News,25-34,Male,12,11,16,0.438,2.88,00:01:18,0,0,0
Autos & Vehicles/Motor Vehicles (By Type)/Station Wagons,25-34,Male,11,11,18,0.722,1.39,00:00:35,0,0,0
Food & Drink/Beverages/Alcohol-Free Beverages,25-34,Male,11,10,38,0.211,22,00:07:27,1,178.5,0.0263
Business & Industrial/Business Services,25-34,Male,10,9,13,0.308,3.38,00:03:18,0,0,0
People & Society/Family & Relationships/Family/Parenting/Babies & Toddlers/Baby Feeding/Baby Food,25-34,Male,10,8,22,0.409,6.05,00:02:36,1,70,0.0455
Sports/Sporting Goods/Combat Sports Equipment,25-34,Male,10,8,14,0.143,5.57,00:02:48,0,0,0
Sports/Team Sports/Soccer,35-44,Male,106667,90579,223581,0.371,5.46,00:03:24,6516,559061.43,0.0291
News/Sports News,35-44,Male,92826,79311,191760,0.36,5.51,00:03:28,5786,510757.25,0.0302
Arts & Entertainment/Celebrities & Entertainment News,35-44,Male,83739,70163,168573,0.376,5.28,00:03:19,4507,396755.95,0.0267
Arts & Entertainment/TV & Video/Online Video,35-44,Male,45414,38261,89656,0.375,5.38,00:03:30,2582,218626.16,0.0288
News/Politics,35-44,Male,32801,26945,73451,0.383,5.41,00:03:35,1780,160993.14,0.0242
Travel & Transportation/Transportation/Air Travel,35-44,Male,27785,22883,57412,0.318,6.07,00:03:59,2114,198716.62,0.0368
Internet & Telecom/Mobile & Wireless/Mobile Phones/Smart Phones,35-44,Male,23318,19687,50452,0.349,5.78,00:03:52,1311,110791.57,0.026
Food & Drink/Cooking & Recipes,35-44,Male,23259,19298,45265,0.335,5.7,00:03:37,1428,119735.06,0.0315
Real Estate/Real Estate Listings/Residential Sales,35-44,Male,22964,19025,44173,0.291,6.44,00:04:09,1999,200948.57,0.0453
News/Business News/Financial Markets News,35-44,Male,21951,18508,43123,0.282,6.68,00:04:29,1826,189407.73,0.0423
Internet & Telecom/Search Engines,35-44,Male,21824,18248,47616,0.372,5.37,00:03:33,1209,97890.6,0.0254
News/Weather,35-44,Male,21531,18214,43381,0.357,5.63,00:03:30,1235,113339.08,0.0285
News/Newspapers,35-44,Male,19864,16394,42081,0.328,5.95,00:03:59,1399,141209.07,0.0332
[Life Events] Job Change/Recently Started New Job,35-44,Male,18462,15090,40125,0.394,4.75,00:03:21,858,71049.38,0.0214
Reference/General Reference/Dictionaries & Encyclopedias,35-44,Male,18093,15114,35868,0.311,6.52,00:04:36,1301,127988.69,0.0363
Travel & Transportation/Hotels & Accommodations,35-44,Male,18064,15084,35489,0.318,6.26,00:03:50,1403,137963.75,0.0395
Autos & Vehicles/Vehicle Shopping/Used Vehicles,35-44,Male,17700,14339,37735,0.362,5.9,00:04:04,1061,101875.31,0.0281
Sports/Combat Sports/Boxing,35-44,Male,16008,13311,33777,0.391,5.05,00:03:09,895,70028.88,0.0265
Law & Government/Government/Royalty,35-44,Male,15284,12491,30755,0.367,5.32,00:03:27,935,80606.19,0.0304
Sports/Team Sports/Cricket,35-44,Male,15273,12810,31273,0.351,5.45,00:03:22,899,80018.77,0.0287
[Life Events] Job Change/Starting New Job Soon,35-44,Male,14688,12182,31791,0.37,5.11,00:03:43,788,66468.42,0.0248
Shopping/Consumer Resources/Coupons & Discount Offers,35-44,Male,14457,12148,31523,0.293,5.67,00:03:51,872,75610.83,0.0277
[Life Events] Business Creation/Recently Started a Business,35-44,Male,14279,11421,31550,0.382,5.06,00:03:42,785,70716.9,0.0249
Jobs & Education/Education/Colleges & Universities,35-44,Male,14195,11183,31300,0.324,6.27,00:04:42,1040,99444.36,0.0332
Finance/Investing/Stocks & Bonds,35-44,Male,14138,11971,27335,0.28,6.73,00:04:26,1120,116807.59,0.041
[Life Events] Moving/Recently Moved,35-44,Male,13629,11120,28020,0.357,5.06,00:03:43,745,67146.11,0.0266
Internet & Telecom/Email & Messaging/Email,35-44,Male,13053,10895,26508,0.27,7.68,00:05:41,1198,117992.64,0.0452
Jobs & Education/Jobs/Job Listings,35-44,Male,12836,10417,26401,0.347,5.79,00:03:58,775,72517.33,0.0294
Finance/Accounting & Auditing/Tax Preparation & Planning,35-44,Male,12800,10580,25909,0.3,6.27,00:04:02,1054,104528.96,0.0407
Sports/Team Sports/Rugby,35-44,Male,12437,10406,23892,0.318,5.68,00:03:34,904,82218.86,0.0378
Shopping/Apparel/Men's Clothing,35-44,Male,12167,8952,31080,0.324,6.19,00:04:21,753,60775.7,0.0242
[Life Events] Moving/Moving Soon,35-44,Male,11816,9644,24913,0.386,4.98,00:03:34,584,50999.34,0.0234
Travel & Transportation/Transportation/Long Distance Bus & Rail,35-44,Male,11705,9620,23015,0.315,6.22,00:03:56,993,91103.97,0.0431
Arts & Entertainment/Music & Audio/Pop Music,35-44,Male,11530,9596,22734,0.338,5.68,00:03:50,766,64522.11,0.0337
Sports/Team Sports/Basketball,35-44,Male,11499,9628,22730,0.332,5.65,00:03:50,614,60863.65,0.027
[Life Events] Business Creation/Starting a Business Soon,35-44,Male,11424,9124,25566,0.379,5.15,00:03:40,634,57746.58,0.0248
Arts & Entertainment/TV & Video/TV Shows & Programs/TV Reality Shows,35-44,Male,11183,9371,21189,0.381,5.14,00:03:15,583,49358.31,0.0275
[Life Events] Purchasing a Home/Recently Purchased a Home,35-44,Male,10354,8278,20936,0.33,5.43,00:03:56,585,55764.61,0.0279
Online Communities/Social Networks,35-44,Male,10256,8550,21301,0.343,5.72,00:04:07,770,65666.08,0.0361
[Life Events] Purchasing a Home/Purchasing a Home Soon,35-44,Male,9885,7924,21368,0.376,5.1,00:03:34,522,48590.45,0.0244
Finance/Investing/Currencies & Foreign Exchange/Digital Currencies,35-44,Male,9579,8240,19659,0.357,5.77,00:03:13,543,51425.86,0.0276
Arts & Entertainment/Movies/Science Fiction & Fantasy Films,35-44,Male,9543,8101,18400,0.347,5.19,00:03:41,586,47258.15,0.0318
Sports/Team Sports/American Football,35-44,Male,9446,8137,18048,0.304,5.7,00:03:42,617,60451.5,0.0342
Sports/Motor Sports/Auto Racing,35-44,Male,9429,8063,18037,0.372,5.32,00:03:12,563,48680.82,0.0312
Arts & Entertainment/Music & Audio/Urban & Hip-Hop/Rap & Hip-Hop,35-44,Male,9066,7655,18590,0.361,5.66,00:03:55,584,49059.28,0.0314
Autos & Vehicles/Vehicle Shopping/Vehicle Dealers & Retailers,35-44,Male,8995,7193,19181,0.349,5.92,00:03:57,553,53121.81,0.0288
Arts & Entertainment/Movies/Bollywood & South Asian Film,35-44,Male,8886,7382,20525,0.379,4.77,00:02:52,323,24685.05,0.0157
Computers & Electronics/Computer Hardware/Laptops & Notebooks,35-44,Male,8629,7081,19090,0.308,5.85,00:03:47,506,46388.1,0.0265
Shopping/Apparel/Clothing Accessories/Watches,35-44,Male,8320,6751,18194,0.322,6.18,00:03:59,505,43539.14,0.0278
Arts & Entertainment/TV & Video/TV Shows & Programs/TV Comedies,35-44,Male,8241,6772,15577,0.36,5,00:03:21,444,35415.08,0.0285
Shopping/Apparel/Footwear/Athletic Shoes,35-44,Male,7962,6616,16842,0.335,5.72,00:03:43,401,35321.37,0.0238
Pets & Animals/Pets/Dogs,35-44,Male,7823,6591,14969,0.378,5.31,00:03:44,417,36628.95,0.0279
"Home & Garden/Patio, Lawn & Garden/Gardening",35-44,Male,7673,6375,15348,0.343,5.7,00:03:38,453,37347.11,0.0295
Finance/Investing/Currencies & Foreign Exchange,35-44,Male,7670,6181,17406,0.347,6.52,00:04:35,516,51730.62,0.0296
Autos & Vehicles/Motor Vehicles (By Type)/Luxury Vehicles,35-44,Male,7362,5918,15140,0.352,5.56,00:03:37,481,42023.9,0.0318
Finance/Banking,35-44,Male,7359,5778,15653,0.343,6.06,00:04:14,493,51691.54,0.0315
Shopping/Classifieds,35-44,Male,7287,6122,14081,0.313,6.58,00:04:36,431,43870.98,0.0306
Arts & Entertainment/Movies/Action & Adventure Films/Superhero Films,35-44,Male,7223,6251,13769,0.385,5.2,00:03:07,362,30901.71,0.0263
Science/Astronomy,35-44,Male,6961,5880,13523,0.4,4.85,00:03:06,339,25869.88,0.0251
Arts & Entertainment/TV & Video/TV Shows & Programs/TV Dramas,35-44,Male,6760,5625,13952,0.362,5.48,00:03:30,370,30083.42,0.0265
Computers & Electronics/Software/Operating Systems/Mobile OS/Android OS,35-44,Male,6495,5537,13908,0.35,5.8,00:03:57,382,31623.51,0.0275
Sports/Combat Sports/Martial Arts/Mixed Martial Arts/Ultimate Fighting Championship (UFC),35-44,Male,6410,5411,13029,0.394,4.96,00:03:08,318,23942.39,0.0244
[Life Events] College Graduation/Recently Graduated,35-44,Male,6378,4960,13908,0.364,5.21,00:03:49,347,30520.2,0.0249
Jobs & Education/Education/Primary & Secondary Schooling (K-12),35-44,Male,6378,5192,13292,0.341,5.62,00:03:36,401,35348.76,0.0302
Arts & Entertainment/Music & Audio/Dance & Electronic Music,35-44,Male,6338,5280,12083,0.3,6.08,00:04:19,507,43564.31,0.042
Reference/General Reference/Time & Calendars,35-44,Male,6241,5214,11792,0.292,6.52,00:04:23,496,49171.96,0.0421
Sports/Individual Sports/Golf,35-44,Male,6152,5019,11204,0.323,5.63,00:03:23,413,41462.65,0.0369
Arts & Entertainment/Comics & Animation/Comics,35-44,Male,6068,5302,11806,0.373,5.18,00:03:13,326,27659.17,0.0276
Arts & Entertainment/Fun & Trivia/Fun Tests & Silly Surveys,35-44,Male,6065,4857,11695,0.362,5.03,00:03:09,380,30316.68,0.0325
Arts & Entertainment/Humor/Funny Pictures & Videos,35-44,Male,6039,5137,10613,0.394,4.56,00:02:54,247,21747.93,0.0233
Autos & Vehicles/Motor Vehicles (By Type)/Hybrid & Alternative Vehicles/Electric & Plug-In Vehicles,35-44,Male,6029,5057,11498,0.341,6.19,00:03:40,435,41134.72,0.0378
Reference/General Reference/Calculators & Reference Tools,35-44,Male,6013,5043,11349,0.298,6.62,00:04:07,503,43475.22,0.0443
"Reference/General Reference/How-To, DIY & Expert Content",35-44,Male,5987,5188,11018,0.336,5.98,00:03:52,418,36818.53,0.0379
Food & Drink/Food/Baked Goods,35-44,Male,5833,4856,11678,0.353,5.54,00:03:29,379,30048.11,0.0325
Arts & Entertainment/TV & Video/TV Networks & Stations,35-44,Male,5792,4779,11789,0.339,5.72,00:03:42,349,30375.82,0.0296
Computers & Electronics/Consumer Electronics/Audio Equipment/Headphones,35-44,Male,5628,4680,11280,0.316,6.12,00:04:04,347,34027.11,0.0308
Sports/Individual Sports/Racquet Sports/Tennis,35-44,Male,5618,4649,11078,0.351,5.65,00:03:37,300,29996.16,0.0271
Sports/Team Sports/Australian Football,35-44,Male,5613,4774,10423,0.304,5.6,00:03:50,321,35150.28,0.0308
Reference/Humanities/History,35-44,Male,5608,4670,10376,0.392,5.19,00:03:15,300,24057.19,0.0289
Shopping/Apparel/Footwear,35-44,Male,5600,4314,13099,0.321,6.16,00:04:15,291,25842.13,0.0222
[Life Events] Marriage/Recently Married,35-44,Male,5524,4257,11619,0.38,5.02,00:03:30,293,25681.46,0.0252
Arts & Entertainment/Music & Audio/Radio,35-44,Male,5516,4604,10922,0.331,5.68,00:03:51,321,25915.64,0.0294
[Life Events] Marriage/Getting Married Soon,35-44,Male,5506,4278,11599,0.383,5.03,00:03:30,294,26361.94,0.0253
Shopping/Auctions,35-44,Male,5404,4331,12216,0.322,6.55,00:05:10,438,39363.37,0.0359
Autos & Vehicles/Motor Vehicles (By Brand)/Mercedes-Benz,35-44,Male,5103,4056,10885,0.384,5.57,00:03:45,293,26519.69,0.0269
Autos & Vehicles/Motor Vehicles (By Brand)/BMW,35-44,Male,5077,4128,10366,0.341,5.66,00:03:40,367,33054.14,0.0354
Real Estate/Real Estate Listings/Residential Rentals,35-44,Male,5053,4135,9846,0.321,6.31,00:04:15,363,36590.7,0.0369
Business & Industrial/Energy & Utilities/Oil & Gas,35-44,Male,4936,3905,10586,0.311,6.3,00:04:40,350,34556.92,0.0331
Food & Drink/Food & Grocery Retailers,35-44,Male,4908,3947,10441,0.363,5.1,00:03:16,283,20746.84,0.0271
Home & Garden/Home Improvement/Construction & Power Tools,35-44,Male,4865,4058,9508,0.342,5.7,00:03:49,285,23634.8,0.03
Computers & Electronics/Software/Business & Productivity Software/Spreadsheet Software,35-44,Male,4803,4090,8404,0.235,6.93,00:04:40,430,43867.67,0.0512
Games/Computer & Video Games/Shooter Games,35-44,Male,4796,4196,8938,0.36,5.61,00:03:39,331,26355.55,0.037
Games/Roleplaying Games,35-44,Male,4715,4183,8723,0.34,5.64,00:03:34,317,27908.75,0.0363
Arts & Entertainment/Movies,35-44,Male,4709,3819,9926,0.406,5.14,00:03:24,246,22623.61,0.0248
Computers & Electronics/Software/Operating Systems/Windows OS,35-44,Male,4661,4031,8783,0.286,6.91,00:04:50,390,39982.3,0.0444
Science/Mathematics,35-44,Male,4642,3907,8936,0.301,6.58,00:04:25,385,36208.37,0.0431
Autos & Vehicles/Motor Vehicles (By Type)/Motorcycles,35-44,Male,4609,4004,8522,0.364,5.51,00:03:36,233,20852.89,0.0273
Business & Industrial/Aerospace & Defense/Space Technology,35-44,Male,4594,3823,8607,0.376,5.36,00:03:14,267,23767.77,0.031
Arts & Entertainment/Movies/Action & Adventure Films,35-44,Male,4520,3741,8874,0.346,5.63,00:03:33,230,18341.98,0.0259
Beauty & Fitness/Fitness/Bodybuilding,35-44,Male,4520,3729,9484,0.331,5.66,00:03:49,303,25898.07,0.0319
Computers & Electronics/Consumer Electronics/Game Systems & Consoles/Sony PlayStation,35-44,Male,4437,3827,8498,0.351,5.27,00:03:23,256,20961.82,0.0301
Reference/Directories & Listings/Business & Personal Listings,35-44,Male,4437,3705,8336,0.299,6.58,00:04:18,348,36635.47,0.0417
Law & Government/Government/Executive Branch,35-44,Male,4424,3554,9471,0.38,5.34,00:03:38,189,20369,0.02
Beauty & Fitness/Face & Body Care/Perfumes & Fragrances,35-44,Male,4369,3371,11784,0.316,5.94,00:03:58,254,19531.52,0.0216
